2024-04-10 14:03:55 startup archives install
2024-04-10 14:04:50 status half-configured libblkid1:amd64 2.37.2-4ubuntu3
2024-04-10 14:04:50 status installed libblkid1:amd64 2.37.2-4ubuntu3
2024-04-10 14:04:51 startup packages configure
2024-04-10 14:04:51 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-10 14:04:51 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:04:51 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:04:52 startup archives unpack
2024-04-10 14:04:52 upgrade libbz2-1.0:amd64 1.0.8-5build1 1.0.8-5build1
2024-04-10 14:04:52 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:04:52 status half-configured libbz2-1.0:amd64 1.0.8-5build1
2024-04-10 14:04:52 status unpacked libbz2-1.0:amd64 1.0.8-5build1
2024-04-10 14:04:52 status half-installed libbz2-1.0:amd64 1.0.8-5build1
2024-04-10 14:04:52 status unpacked libbz2-1.0:amd64 1.0.8-5build1
2024-04-10 14:04:52 startup packages configure
2024-04-10 14:04:52 configure libbz2-1.0:amd64 1.0.8-5build1 <none>
2024-04-10 14:04:52 status unpacked libbz2-1.0:amd64 1.0.8-5build1
2024-04-10 14:04:52 status half-configured libbz2-1.0:amd64 1.0.8-5build1
2024-04-10 14:04:52 status installed libbz2-1.0:amd64 1.0.8-5build1
2024-04-10 14:04:52 startup packages configure
2024-04-10 14:04:52 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-10 14:04:52 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:04:52 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:04:54 startup archives unpack
2024-04-10 14:04:54 upgrade libc-bin:amd64 2.35-0ubuntu3 2.35-0ubuntu3
2024-04-10 14:04:54 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:04:54 status unpacked libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:04:54 status half-installed libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:04:54 status unpacked libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:04:54 startup packages configure
2024-04-10 14:04:54 configure libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-10 14:04:54 status unpacked libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:04:54 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:04:54 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:04:54 startup packages configure
2024-04-10 14:04:56 startup archives unpack
2024-04-10 14:04:56 upgrade libc6:amd64 2.35-0ubuntu3 2.35-0ubuntu3
2024-04-10 14:04:56 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:04:56 status half-configured libc6:amd64 2.35-0ubuntu3
2024-04-10 14:04:56 status unpacked libc6:amd64 2.35-0ubuntu3
2024-04-10 14:04:56 status half-installed libc6:amd64 2.35-0ubuntu3
2024-04-10 14:04:56 status unpacked libc6:amd64 2.35-0ubuntu3
2024-04-10 14:04:56 startup packages configure
2024-04-10 14:04:56 configure libc6:amd64 2.35-0ubuntu3 <none>
2024-04-10 14:04:56 status unpacked libc6:amd64 2.35-0ubuntu3
2024-04-10 14:04:56 status half-configured libc6:amd64 2.35-0ubuntu3
2024-04-10 14:04:57 status installed libc6:amd64 2.35-0ubuntu3
2024-04-10 14:04:58 startup packages configure
2024-04-10 14:04:58 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-10 14:04:58 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:04:58 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:04:59 startup archives unpack
2024-04-10 14:04:59 upgrade libcap-ng0:amd64 0.7.9-2.2build3 0.7.9-2.2build3
2024-04-10 14:04:59 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:04:59 status half-configured libcap-ng0:amd64 0.7.9-2.2build3
2024-04-10 14:04:59 status unpacked libcap-ng0:amd64 0.7.9-2.2build3
2024-04-10 14:04:59 status half-installed libcap-ng0:amd64 0.7.9-2.2build3
2024-04-10 14:04:59 status unpacked libcap-ng0:amd64 0.7.9-2.2build3
2024-04-10 14:04:59 startup packages configure
2024-04-10 14:04:59 configure libcap-ng0:amd64 0.7.9-2.2build3 <none>
2024-04-10 14:04:59 status unpacked libcap-ng0:amd64 0.7.9-2.2build3
2024-04-10 14:04:59 status half-configured libcap-ng0:amd64 0.7.9-2.2build3
2024-04-10 14:04:59 status installed libcap-ng0:amd64 0.7.9-2.2build3
2024-04-10 14:04:59 startup packages configure
2024-04-10 14:04:59 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-10 14:04:59 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:04:59 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:01 startup archives unpack
2024-04-10 14:05:01 upgrade libcap2:amd64 1:2.44-1build3 1:2.44-1build3
2024-04-10 14:05:01 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:01 status half-configured libcap2:amd64 1:2.44-1build3
2024-04-10 14:05:01 status unpacked libcap2:amd64 1:2.44-1build3
2024-04-10 14:05:01 status half-installed libcap2:amd64 1:2.44-1build3
2024-04-10 14:05:01 status unpacked libcap2:amd64 1:2.44-1build3
2024-04-10 14:05:01 startup packages configure
2024-04-10 14:05:01 configure libcap2:amd64 1:2.44-1build3 <none>
2024-04-10 14:05:01 status unpacked libcap2:amd64 1:2.44-1build3
2024-04-10 14:05:01 status half-configured libcap2:amd64 1:2.44-1build3
2024-04-10 14:05:01 status installed libcap2:amd64 1:2.44-1build3
2024-04-10 14:05:01 startup packages configure
2024-04-10 14:05:01 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-10 14:05:01 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:01 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:03 startup archives unpack
2024-04-10 14:05:03 upgrade libcom-err2:amd64 1.46.5-2ubuntu1 1.46.5-2ubuntu1
2024-04-10 14:05:03 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:03 status half-configured libcom-err2:amd64 1.46.5-2ubuntu1
2024-04-10 14:05:03 status unpacked libcom-err2:amd64 1.46.5-2ubuntu1
2024-04-10 14:05:03 status half-installed libcom-err2:amd64 1.46.5-2ubuntu1
2024-04-10 14:05:03 status unpacked libcom-err2:amd64 1.46.5-2ubuntu1
2024-04-10 14:05:03 startup packages configure
2024-04-10 14:05:03 configure libcom-err2:amd64 1.46.5-2ubuntu1 <none>
2024-04-10 14:05:03 status unpacked libcom-err2:amd64 1.46.5-2ubuntu1
2024-04-10 14:05:03 status half-configured libcom-err2:amd64 1.46.5-2ubuntu1
2024-04-10 14:05:03 status installed libcom-err2:amd64 1.46.5-2ubuntu1
2024-04-10 14:05:03 startup packages configure
2024-04-10 14:05:03 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-10 14:05:03 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:03 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:05 startup archives unpack
2024-04-10 14:05:05 upgrade libcrypt1:amd64 1:4.4.27-1 1:4.4.27-1
2024-04-10 14:05:05 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:05 status half-configured libcrypt1:amd64 1:4.4.27-1
2024-04-10 14:05:05 status unpacked libcrypt1:amd64 1:4.4.27-1
2024-04-10 14:05:05 status half-installed libcrypt1:amd64 1:4.4.27-1
2024-04-10 14:05:05 status unpacked libcrypt1:amd64 1:4.4.27-1
2024-04-10 14:05:05 startup packages configure
2024-04-10 14:05:05 configure libcrypt1:amd64 1:4.4.27-1 <none>
2024-04-10 14:05:05 status unpacked libcrypt1:amd64 1:4.4.27-1
2024-04-10 14:05:05 status half-configured libcrypt1:amd64 1:4.4.27-1
2024-04-10 14:05:05 status installed libcrypt1:amd64 1:4.4.27-1
2024-04-10 14:05:05 startup packages configure
2024-04-10 14:05:05 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-10 14:05:05 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:05 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:07 startup archives unpack
2024-04-10 14:05:07 upgrade libdb5.3:amd64 5.3.28+dfsg1-0.8ubuntu3 5.3.28+dfsg1-0.8ubuntu3
2024-04-10 14:05:07 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:07 status half-configured libdb5.3:amd64 5.3.28+dfsg1-0.8ubuntu3
2024-04-10 14:05:07 status unpacked libdb5.3:amd64 5.3.28+dfsg1-0.8ubuntu3
2024-04-10 14:05:07 status half-installed libdb5.3:amd64 5.3.28+dfsg1-0.8ubuntu3
2024-04-10 14:05:07 status unpacked libdb5.3:amd64 5.3.28+dfsg1-0.8ubuntu3
2024-04-10 14:05:07 startup packages configure
2024-04-10 14:05:07 configure libdb5.3:amd64 5.3.28+dfsg1-0.8ubuntu3 <none>
2024-04-10 14:05:07 status unpacked libdb5.3:amd64 5.3.28+dfsg1-0.8ubuntu3
2024-04-10 14:05:07 status half-configured libdb5.3:amd64 5.3.28+dfsg1-0.8ubuntu3
2024-04-10 14:05:07 status installed libdb5.3:amd64 5.3.28+dfsg1-0.8ubuntu3
2024-04-10 14:05:07 startup packages configure
2024-04-10 14:05:07 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-10 14:05:07 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:07 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:08 startup archives unpack
2024-04-10 14:05:08 upgrade libdebconfclient0:amd64 0.261ubuntu1 0.261ubuntu1
2024-04-10 14:05:08 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:08 status half-configured libdebconfclient0:amd64 0.261ubuntu1
2024-04-10 14:05:08 status unpacked libdebconfclient0:amd64 0.261ubuntu1
2024-04-10 14:05:08 status half-installed libdebconfclient0:amd64 0.261ubuntu1
2024-04-10 14:05:08 status unpacked libdebconfclient0:amd64 0.261ubuntu1
2024-04-10 14:05:09 startup packages configure
2024-04-10 14:05:09 configure libdebconfclient0:amd64 0.261ubuntu1 <none>
2024-04-10 14:05:09 status unpacked libdebconfclient0:amd64 0.261ubuntu1
2024-04-10 14:05:09 status half-configured libdebconfclient0:amd64 0.261ubuntu1
2024-04-10 14:05:09 status installed libdebconfclient0:amd64 0.261ubuntu1
2024-04-10 14:05:09 startup packages configure
2024-04-10 14:05:09 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-10 14:05:09 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:09 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:10 startup archives unpack
2024-04-10 14:05:10 upgrade libext2fs2:amd64 1.46.5-2ubuntu1 1.46.5-2ubuntu1
2024-04-10 14:05:10 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:10 status half-configured libext2fs2:amd64 1.46.5-2ubuntu1
2024-04-10 14:05:10 status unpacked libext2fs2:amd64 1.46.5-2ubuntu1
2024-04-10 14:05:10 status half-installed libext2fs2:amd64 1.46.5-2ubuntu1
2024-04-10 14:05:10 status unpacked libext2fs2:amd64 1.46.5-2ubuntu1
2024-04-10 14:05:10 startup packages configure
2024-04-10 14:05:10 configure libext2fs2:amd64 1.46.5-2ubuntu1 <none>
2024-04-10 14:05:10 status unpacked libext2fs2:amd64 1.46.5-2ubuntu1
2024-04-10 14:05:10 status half-configured libext2fs2:amd64 1.46.5-2ubuntu1
2024-04-10 14:05:10 status installed libext2fs2:amd64 1.46.5-2ubuntu1
2024-04-10 14:05:10 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-10 14:05:10 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:10 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:12 startup archives unpack
2024-04-10 14:05:12 upgrade libffi8:amd64 3.4.2-4 3.4.2-4
2024-04-10 14:05:12 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:12 status half-configured libffi8:amd64 3.4.2-4
2024-04-10 14:05:12 status unpacked libffi8:amd64 3.4.2-4
2024-04-10 14:05:12 status half-installed libffi8:amd64 3.4.2-4
2024-04-10 14:05:12 status unpacked libffi8:amd64 3.4.2-4
2024-04-10 14:05:12 startup packages configure
2024-04-10 14:05:12 configure libffi8:amd64 3.4.2-4 <none>
2024-04-10 14:05:12 status unpacked libffi8:amd64 3.4.2-4
2024-04-10 14:05:12 status half-configured libffi8:amd64 3.4.2-4
2024-04-10 14:05:12 status installed libffi8:amd64 3.4.2-4
2024-04-10 14:05:12 startup packages configure
2024-04-10 14:05:12 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-10 14:05:12 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:12 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:14 startup archives unpack
2024-04-10 14:05:14 upgrade libgcc-s1:amd64 12-20220319-1ubuntu1 12-20220319-1ubuntu1
2024-04-10 14:05:14 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:14 status half-configured libgcc-s1:amd64 12-20220319-1ubuntu1
2024-04-10 14:05:14 status unpacked libgcc-s1:amd64 12-20220319-1ubuntu1
2024-04-10 14:05:14 status half-installed libgcc-s1:amd64 12-20220319-1ubuntu1
2024-04-10 14:05:14 status unpacked libgcc-s1:amd64 12-20220319-1ubuntu1
2024-04-10 14:05:14 startup packages configure
2024-04-10 14:05:14 configure libgcc-s1:amd64 12-20220319-1ubuntu1 <none>
2024-04-10 14:05:14 status unpacked libgcc-s1:amd64 12-20220319-1ubuntu1
2024-04-10 14:05:14 status half-configured libgcc-s1:amd64 12-20220319-1ubuntu1
2024-04-10 14:05:14 status installed libgcc-s1:amd64 12-20220319-1ubuntu1
2024-04-10 14:05:14 startup packages configure
2024-04-10 14:05:14 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-10 14:05:14 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:14 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:16 startup archives unpack
2024-04-10 14:05:16 upgrade libgcrypt20:amd64 1.9.4-3ubuntu3 1.9.4-3ubuntu3
2024-04-10 14:05:16 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:16 status half-configured libgcrypt20:amd64 1.9.4-3ubuntu3
2024-04-10 14:05:16 status unpacked libgcrypt20:amd64 1.9.4-3ubuntu3
2024-04-10 14:05:16 status half-installed libgcrypt20:amd64 1.9.4-3ubuntu3
2024-04-10 14:05:16 status unpacked libgcrypt20:amd64 1.9.4-3ubuntu3
2024-04-10 14:05:16 startup packages configure
2024-04-10 14:05:16 configure libgcrypt20:amd64 1.9.4-3ubuntu3 <none>
2024-04-10 14:05:16 status unpacked libgcrypt20:amd64 1.9.4-3ubuntu3
2024-04-10 14:05:16 status half-configured libgcrypt20:amd64 1.9.4-3ubuntu3
2024-04-10 14:05:16 status installed libgcrypt20:amd64 1.9.4-3ubuntu3
2024-04-10 14:05:16 startup packages configure
2024-04-10 14:05:16 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-10 14:05:16 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:16 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:17 startup archives unpack
2024-04-10 14:05:17 upgrade libgmp10:amd64 2:6.2.1+dfsg-3ubuntu1 2:6.2.1+dfsg-3ubuntu1
2024-04-10 14:05:17 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:17 status half-configured libgmp10:amd64 2:6.2.1+dfsg-3ubuntu1
2024-04-10 14:05:17 status unpacked libgmp10:amd64 2:6.2.1+dfsg-3ubuntu1
2024-04-10 14:05:17 status half-installed libgmp10:amd64 2:6.2.1+dfsg-3ubuntu1
2024-04-10 14:05:17 status unpacked libgmp10:amd64 2:6.2.1+dfsg-3ubuntu1
2024-04-10 14:05:18 startup packages configure
2024-04-10 14:05:18 configure libgmp10:amd64 2:6.2.1+dfsg-3ubuntu1 <none>
2024-04-10 14:05:18 status unpacked libgmp10:amd64 2:6.2.1+dfsg-3ubuntu1
2024-04-10 14:05:18 status half-configured libgmp10:amd64 2:6.2.1+dfsg-3ubuntu1
2024-04-10 14:05:18 status installed libgmp10:amd64 2:6.2.1+dfsg-3ubuntu1
2024-04-10 14:05:18 startup packages configure
2024-04-10 14:05:18 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-10 14:05:18 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:18 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:19 startup archives unpack
2024-04-10 14:05:19 upgrade libgnutls30:amd64 3.7.3-4ubuntu1 3.7.3-4ubuntu1
2024-04-10 14:05:19 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:19 status half-configured libgnutls30:amd64 3.7.3-4ubuntu1
2024-04-10 14:05:19 status unpacked libgnutls30:amd64 3.7.3-4ubuntu1
2024-04-10 14:05:19 status half-installed libgnutls30:amd64 3.7.3-4ubuntu1
2024-04-10 14:05:19 status unpacked libgnutls30:amd64 3.7.3-4ubuntu1
2024-04-10 14:05:19 startup packages configure
2024-04-10 14:05:19 configure libgnutls30:amd64 3.7.3-4ubuntu1 <none>
2024-04-10 14:05:19 status unpacked libgnutls30:amd64 3.7.3-4ubuntu1
2024-04-10 14:05:19 status half-configured libgnutls30:amd64 3.7.3-4ubuntu1
2024-04-10 14:05:19 status installed libgnutls30:amd64 3.7.3-4ubuntu1
2024-04-10 14:05:20 startup packages configure
2024-04-10 14:05:20 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-10 14:05:20 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:20 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:21 startup archives unpack
2024-04-10 14:05:21 upgrade libgpg-error0:amd64 1.43-3 1.43-3
2024-04-10 14:05:21 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:21 status half-configured libgpg-error0:amd64 1.43-3
2024-04-10 14:05:21 status unpacked libgpg-error0:amd64 1.43-3
2024-04-10 14:05:21 status half-installed libgpg-error0:amd64 1.43-3
2024-04-10 14:05:21 status unpacked libgpg-error0:amd64 1.43-3
2024-04-10 14:05:21 startup packages configure
2024-04-10 14:05:21 configure libgpg-error0:amd64 1.43-3 <none>
2024-04-10 14:05:21 status unpacked libgpg-error0:amd64 1.43-3
2024-04-10 14:05:21 status half-configured libgpg-error0:amd64 1.43-3
2024-04-10 14:05:21 status installed libgpg-error0:amd64 1.43-3
2024-04-10 14:05:22 startup packages configure
2024-04-10 14:05:22 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-10 14:05:22 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:22 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:23 startup archives unpack
2024-04-10 14:05:23 upgrade libgssapi-krb5-2:amd64 1.19.2-2 1.19.2-2
2024-04-10 14:05:23 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:23 status half-configured libgssapi-krb5-2:amd64 1.19.2-2
2024-04-10 14:05:23 status unpacked libgssapi-krb5-2:amd64 1.19.2-2
2024-04-10 14:05:23 status half-installed libgssapi-krb5-2:amd64 1.19.2-2
2024-04-10 14:05:23 status unpacked libgssapi-krb5-2:amd64 1.19.2-2
2024-04-10 14:05:23 startup packages configure
2024-04-10 14:05:23 configure libgssapi-krb5-2:amd64 1.19.2-2 <none>
2024-04-10 14:05:23 status unpacked libgssapi-krb5-2:amd64 1.19.2-2
2024-04-10 14:05:23 status half-configured libgssapi-krb5-2:amd64 1.19.2-2
2024-04-10 14:05:23 status installed libgssapi-krb5-2:amd64 1.19.2-2
2024-04-10 14:05:23 startup packages configure
2024-04-10 14:05:23 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-10 14:05:23 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:23 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:25 startup archives unpack
2024-04-10 14:05:25 upgrade libhogweed6:amd64 3.7.3-1build2 3.7.3-1build2
2024-04-10 14:05:25 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:25 status half-configured libhogweed6:amd64 3.7.3-1build2
2024-04-10 14:05:25 status unpacked libhogweed6:amd64 3.7.3-1build2
2024-04-10 14:05:25 status half-installed libhogweed6:amd64 3.7.3-1build2
2024-04-10 14:05:25 status unpacked libhogweed6:amd64 3.7.3-1build2
2024-04-10 14:05:25 startup packages configure
2024-04-10 14:05:25 configure libhogweed6:amd64 3.7.3-1build2 <none>
2024-04-10 14:05:25 status unpacked libhogweed6:amd64 3.7.3-1build2
2024-04-10 14:05:25 status half-configured libhogweed6:amd64 3.7.3-1build2
2024-04-10 14:05:25 status installed libhogweed6:amd64 3.7.3-1build2
2024-04-10 14:05:25 startup packages configure
2024-04-10 14:05:25 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-10 14:05:25 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:25 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:27 startup archives unpack
2024-04-10 14:05:27 upgrade libidn2-0:amd64 2.3.2-2build1 2.3.2-2build1
2024-04-10 14:05:27 status triggers-pending libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:27 status half-configured libidn2-0:amd64 2.3.2-2build1
2024-04-10 14:05:27 status unpacked libidn2-0:amd64 2.3.2-2build1
2024-04-10 14:05:27 status half-installed libidn2-0:amd64 2.3.2-2build1
2024-04-10 14:05:27 status unpacked libidn2-0:amd64 2.3.2-2build1
2024-04-10 14:05:27 startup packages configure
2024-04-10 14:05:27 configure libidn2-0:amd64 2.3.2-2build1 <none>
2024-04-10 14:05:27 status unpacked libidn2-0:amd64 2.3.2-2build1
2024-04-10 14:05:27 status half-configured libidn2-0:amd64 2.3.2-2build1
2024-04-10 14:05:27 status installed libidn2-0:amd64 2.3.2-2build1
2024-04-10 14:05:27 startup packages configure
2024-04-10 14:05:27 trigproc libc-bin:amd64 2.35-0ubuntu3 <none>
2024-04-10 14:05:27 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:27 status installed libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:05:29 startup archives unpack
